ProjectId,ProjectTitleSv,ProjectTitleEn,FundingsSek,ProjectStartDate,ProjectEndDate,CoordinatingOrganisationNameEn,FundingOrganisationNameEn,label,long_label,short_label,CoordinatingOrganisationCountry,TotalFundingsSek,Role,ProjectStartYear,ProjectEndYear
101036337_EU-H2020_Part_024,,"Mainstreaming Ecological Restoration of freshwater-related ecosystems in a Landscape context: INnovation, upscaling and transformation",2990000,2021-10-01,2026-03-31,Swedish University of Agricultural Sciences,European Commission - Horizon 2020,"Mainstreaming Ecological Restoration of freshwater-related ecosystems in a Landscape context: INnovation, upscaling and transformation
101036337_EU-H2020_Part_024","Mainstreaming Ecological Restoration of freshwater-related ecosystems in a Landscape context: INnovation, upscaling and transformation
101036337_EU-H2020_Part_024
Funding:      2 990 000.00  SEK
2021-10-01  -  2026-03-31
Total cash funding:   212 459 389 SEK
In-kind:   212 459 389 SEK","Mainstreaming Ecological Restoration of freshwater-related ecosystems in a Landscape context: INnovation, upscaling and transformation
101036337_EU-H2020_Part_024
[      2 990 000.00  SEK]",SE,220971155.7,participant,2021,2026
101000226_EU-H2020_Part_010,,Towards improvement of ruminant breeding through genomic and epigenomic approaches,2260325,2021-06-01,2026-05-31,Swedish University of Agricultural Sciences,European Commission - Horizon 2020,"Towards improvement of ruminant breeding through genomic and epigenomic approaches
101000226_EU-H2020_Part_010","Towards improvement of ruminant breeding through genomic and epigenomic approaches
101000226_EU-H2020_Part_010
Funding:      2 260 325.00  SEK
2021-06-01  -  2026-05-31
Total cash funding:    69 988 515 SEK
In-kind:    69 988 515 SEK","Towards improvement of ruminant breeding through genomic and epigenomic approaches
101000226_EU-H2020_Part_010
[      2 260 325.00  SEK]",SE,74748927.5,participant,2021,2026
101007950_EU-H2020_Part_010,,Decision Support for the Supply of Ecosystem Services under Global Change,1932000,2021-07-01,2026-06-30,Swedish University of Agricultural Sciences,European Commission - Horizon 2020,"Decision Support for the Supply of Ecosystem Services under Global Change
101007950_EU-H2020_Part_010","Decision Support for the Supply of Ecosystem Services under Global Change
101007950_EU-H2020_Part_010
Funding:      1 932 000.00  SEK
2021-07-01  -  2026-06-30
Total cash funding:    22 126 000 SEK
In-kind:    22 126 000 SEK","Decision Support for the Supply of Ecosystem Services under Global Change
101007950_EU-H2020_Part_010
[      1 932 000.00  SEK]",SE,24012000,participant,2021,2026
101017802_EU-H2020_Part_001,,Combining optoacoustic imaging phenotypes and multi-omics to advance diabetes healthcare,4904103,2021-01-01,2026-12-31,TATAA BIOCENTER AB,European Commission - Horizon 2020,"Combining optoacoustic imaging phenotypes and multi-omics to advance diabetes healthcare
101017802_EU-H2020_Part_001","Combining optoacoustic imaging phenotypes and multi-omics to advance diabetes healthcare
101017802_EU-H2020_Part_001
Funding:      4 904 103.00  SEK
2021-01-01  -  2026-12-31
Total cash funding:    44 141 266 SEK
In-kind:    44 141 266 SEK","Combining optoacoustic imaging phenotypes and multi-omics to advance diabetes healthcare
101017802_EU-H2020_Part_001
[      4 904 103.00  SEK]",SE,44141275,participant,2021,2026
948655_EU-H2020_Coor_001,,A molecular model of the microsporidian infection apparatus,15000000,2021-04-01,2026-03-31,Umeå University,European Commission - Horizon 2020,"A molecular model of the microsporidian infection apparatus
948655_EU-H2020_Coor_001","A molecular model of the microsporidian infection apparatus
948655_EU-H2020_Coor_001
Funding:     15 000 000.00  SEK
2021-04-01  -  2026-03-31
Total cash funding:    15 000 000 SEK
In-kind:    15 000 000 SEK","A molecular model of the microsporidian infection apparatus
948655_EU-H2020_Coor_001
[     15 000 000.00  SEK]",SE,1.5e+07,coordinating,2021,2026
101001267_EU-H2020_Coor_001,,Microscopic Active Particles with Embodied Intelligence,19926360,2021-09-01,2026-08-31,University of Gothenburg,European Commission - Horizon 2020,"Microscopic Active Particles with Embodied Intelligence
101001267_EU-H2020_Coor_001","Microscopic Active Particles with Embodied Intelligence
101001267_EU-H2020_Coor_001
Funding:     19 926 360.00  SEK
2021-09-01  -  2026-08-31
Total cash funding:    19 926 360 SEK
In-kind:    19 926 360 SEK","Microscopic Active Particles with Embodied Intelligence
101001267_EU-H2020_Coor_001
[     19 926 360.00  SEK]",SE,19926360,coordinating,2021,2026
101003026_EU-H2020_Coor_002,,Evolution and mechanisms of thermal performance – answers through artificial selection in zebrafish,11685595.1,2021-09-01,2026-08-31,University of Gothenburg,European Commission - Horizon 2020,"Evolution and mechanisms of thermal performance – answers through artificial selection in zebrafish
101003026_EU-H2020_Coor_002","Evolution and mechanisms of thermal performance – answers through artificial selection in zebrafish
101003026_EU-H2020_Coor_002
Funding:     11 685 595.10  SEK
2021-09-01  -  2026-08-31
Total cash funding:    19 990 870 SEK
In-kind:    19 990 870 SEK","Evolution and mechanisms of thermal performance – answers through artificial selection in zebrafish
101003026_EU-H2020_Coor_002
[     11 685 595.10  SEK]",SE,19990870,coordinating,2021,2026
101034344_EU-H2020_Part_029,,European platform for neurodegenerative disorders,6215000,2021-11-01,2026-10-31,University of Gothenburg,European Commission - Horizon 2020,"European platform for neurodegenerative disorders
101034344_EU-H2020_Part_029","European platform for neurodegenerative disorders
101034344_EU-H2020_Part_029
Funding:      6 215 000.00  SEK
2021-11-01  -  2026-10-31
Total cash funding:    96 800 000 SEK
In-kind:    96 800 000 SEK","European platform for neurodegenerative disorders
101034344_EU-H2020_Part_029
[      6 215 000.00  SEK]",SE,190055011.4,participant,2021,2026
964203_EU-H2020_Part_009,,Long-range electrodynamic INteractions between proteinS,3883141.6,2021-09-01,2026-02-28,University of Gothenburg,European Commission - Horizon 2020,"Long-range electrodynamic INteractions between proteinS
964203_EU-H2020_Part_009","Long-range electrodynamic INteractions between proteinS
964203_EU-H2020_Part_009
Funding:      3 883 141.60  SEK
2021-09-01  -  2026-02-28
Total cash funding:    30 905 750 SEK
In-kind:    30 905 750 SEK","Long-range electrodynamic INteractions between proteinS
964203_EU-H2020_Part_009
[      3 883 141.60  SEK]",SE,30905750,participant,2021,2026
101019613_EU-H2020_Coor_001,,Tracking our ancestors across the Devonian world: a new multidisciplinary approach to the origin of tetrapods,24501430,2021-09-01,2026-08-31,Uppsala University,European Commission - Horizon 2020,"Tracking our ancestors across the Devonian world: a new multidisciplinary approach to the origin of tetrapods
101019613_EU-H2020_Coor_001","Tracking our ancestors across the Devonian world: a new multidisciplinary approach to the origin of tetrapods
101019613_EU-H2020_Coor_001
Funding:     24 501 430.00  SEK
2021-09-01  -  2026-08-31
Total cash funding:    24 501 430 SEK
In-kind:    24 501 430 SEK","Tracking our ancestors across the Devonian world: a new multidisciplinary approach to the origin of tetrapods
101019613_EU-H2020_Coor_001
[     24 501 430.00  SEK]",SE,24501430,coordinating,2021,2026
101002582_EU-H2020_Coor_001,,Nanoengineered magnetoresponsive diagnosis and personalized treatment of pediatric inflammatory bowel disease,20000000,2021-03-01,2026-02-28,Uppsala University,European Commission - Horizon 2020,"Nanoengineered magnetoresponsive diagnosis and personalized treatment of pediatric inflammatory bowel disease
101002582_EU-H2020_Coor_001","Nanoengineered magnetoresponsive diagnosis and personalized treatment of pediatric inflammatory bowel disease
101002582_EU-H2020_Coor_001
Funding:     20 000 000.00  SEK
2021-03-01  -  2026-02-28
Total cash funding:    20 000 000 SEK
In-kind:    20 000 000 SEK","Nanoengineered magnetoresponsive diagnosis and personalized treatment of pediatric inflammatory bowel disease
101002582_EU-H2020_Coor_001
[     20 000 000.00  SEK]",SE,2e+07,coordinating,2021,2026
101002772_EU-H2020_Coor_001,,Spin Engineering in Flexible and Functional Two-Dimensional Quantum Material Devices,20000000,2021-09-01,2026-08-31,Uppsala University,European Commission - Horizon 2020,"Spin Engineering in Flexible and Functional Two-Dimensional Quantum Material Devices
101002772_EU-H2020_Coor_001","Spin Engineering in Flexible and Functional Two-Dimensional Quantum Material Devices
101002772_EU-H2020_Coor_001
Funding:     20 000 000.00  SEK
2021-09-01  -  2026-08-31
Total cash funding:    20 000 000 SEK
In-kind:    20 000 000 SEK","Spin Engineering in Flexible and Functional Two-Dimensional Quantum Material Devices
101002772_EU-H2020_Coor_001
[     20 000 000.00  SEK]",SE,2e+07,coordinating,2021,2026
101001789_EU-H2020_Coor_001,,Loss of chromosome Y in immune cells: targeting disease mechanisms and tools for clinical applications,19999820,2021-06-01,2026-05-31,Uppsala University,European Commission - Horizon 2020,"Loss of chromosome Y in immune cells: targeting disease mechanisms and tools for clinical applications
101001789_EU-H2020_Coor_001","Loss of chromosome Y in immune cells: targeting disease mechanisms and tools for clinical applications
101001789_EU-H2020_Coor_001
Funding:     19 999 820.00  SEK
2021-06-01  -  2026-05-31
Total cash funding:    19 999 820 SEK
In-kind:    19 999 820 SEK","Loss of chromosome Y in immune cells: targeting disease mechanisms and tools for clinical applications
101001789_EU-H2020_Coor_001
[     19 999 820.00  SEK]",SE,19999820,coordinating,2021,2026
949607_EU-H2020_Coor_001,,Deciphering sex differences in the human immune system,14974380,2021-08-01,2026-07-31,Uppsala University,European Commission - Horizon 2020,"Deciphering sex differences in the human immune system
949607_EU-H2020_Coor_001","Deciphering sex differences in the human immune system
949607_EU-H2020_Coor_001
Funding:     14 974 380.00  SEK
2021-08-01  -  2026-07-31
Total cash funding:    14 974 380 SEK
In-kind:    14 974 380 SEK","Deciphering sex differences in the human immune system
949607_EU-H2020_Coor_001
[     14 974 380.00  SEK]",SE,14974380,coordinating,2021,2026
948309_EU-H2020_Coor_001,,compound Climate Extremes in North America and Europe: from dynamics to predictability,14926600,2021-03-01,2026-02-28,Uppsala University,European Commission - Horizon 2020,"compound Climate Extremes in North America and Europe: from dynamics to predictability
948309_EU-H2020_Coor_001","compound Climate Extremes in North America and Europe: from dynamics to predictability
948309_EU-H2020_Coor_001
Funding:     14 926 600.00  SEK
2021-03-01  -  2026-02-28
Total cash funding:    14 926 600 SEK
In-kind:    14 926 600 SEK","compound Climate Extremes in North America and Europe: from dynamics to predictability
948309_EU-H2020_Coor_001
[     14 926 600.00  SEK]",SE,14926600,coordinating,2021,2026
949012_EU-H2020_Coor_001,,Deep multi-scale modelling of electrified metal oxide nanostructures,14006000,2021-01-01,2026-09-30,Uppsala University,European Commission - Horizon 2020,"Deep multi-scale modelling of electrified metal oxide nanostructures
949012_EU-H2020_Coor_001","Deep multi-scale modelling of electrified metal oxide nanostructures
949012_EU-H2020_Coor_001
Funding:     14 006 000.00  SEK
2021-01-01  -  2026-09-30
Total cash funding:    14 006 000 SEK
In-kind:    14 006 000 SEK","Deep multi-scale modelling of electrified metal oxide nanostructures
949012_EU-H2020_Coor_001
[     14 006 000.00  SEK]",SE,14006000,coordinating,2021,2026
101000385_EU-H2020_Part_001,,Variation in Institutional Oversight of Police Misconduct,8825000,2021-04-01,2026-03-31,Uppsala University,European Commission - Horizon 2020,"Variation in Institutional Oversight of Police Misconduct
101000385_EU-H2020_Part_001","Variation in Institutional Oversight of Police Misconduct
101000385_EU-H2020_Part_001
Funding:      8 825 000.00  SEK
2021-04-01  -  2026-03-31
Total cash funding:    19 688 350 SEK
In-kind:    19 688 350 SEK","Variation in Institutional Oversight of Police Misconduct
101000385_EU-H2020_Part_001
[      8 825 000.00  SEK]",SE,19688350,participant,2021,2026
964537_EU-H2020_Part_021,,RISK assessment of chemicals integrating HUman centric Next generation Testing strategies promoting the 3Rs,8057550,2021-06-01,2026-05-31,Uppsala University,European Commission - Horizon 2020,"RISK assessment of chemicals integrating HUman centric Next generation Testing strategies promoting the 3Rs
964537_EU-H2020_Part_021","RISK assessment of chemicals integrating HUman centric Next generation Testing strategies promoting the 3Rs
964537_EU-H2020_Part_021
Funding:      8 057 550.00  SEK
2021-06-01  -  2026-05-31
Total cash funding:   229 277 688 SEK
In-kind:   229 277 688 SEK","RISK assessment of chemicals integrating HUman centric Next generation Testing strategies promoting the 3Rs
964537_EU-H2020_Part_021
[      8 057 550.00  SEK]",SE,231777687.5,participant,2021,2026
101034427_EU-H2020_Part_019,,Shortening the path to rare disease diagnosis by using newborn genetic screening and digital technologies,6757850,2021-10-01,2026-09-30,Uppsala University,European Commission - Horizon 2020,"Shortening the path to rare disease diagnosis by using newborn genetic screening and digital technologies
101034427_EU-H2020_Part_019","Shortening the path to rare disease diagnosis by using newborn genetic screening and digital technologies
101034427_EU-H2020_Part_019
Funding:      6 757 850.00  SEK
2021-10-01  -  2026-09-30
Total cash funding:   119 385 688 SEK
In-kind:   119 385 688 SEK","Shortening the path to rare disease diagnosis by using newborn genetic screening and digital technologies
101034427_EU-H2020_Part_019
[      6 757 850.00  SEK]",SE,262471740,participant,2021,2026
101000236_EU-H2020_Part_010,,GEroNIMO: Genome and Epigenome eNabled breedIng in MOnogastrics,5047875,2021-06-01,2026-05-31,Uppsala University,European Commission - Horizon 2020,"GEroNIMO: Genome and Epigenome eNabled breedIng in MOnogastrics
101000236_EU-H2020_Part_010","GEroNIMO: Genome and Epigenome eNabled breedIng in MOnogastrics
101000236_EU-H2020_Part_010
Funding:      5 047 875.00  SEK
2021-06-01  -  2026-05-31
Total cash funding:    69 999 623 SEK
In-kind:    69 999 623 SEK","GEroNIMO: Genome and Epigenome eNabled breedIng in MOnogastrics
101000236_EU-H2020_Part_010
[      5 047 875.00  SEK]",SE,70657132.5,participant,2021,2026
101036484_EU-H2020_Part_015,,"Water-based solutions for carbon storage, people and wilderness",1461250,2021-12-01,2026-11-30,Uppsala University,European Commission - Horizon 2020,"Water-based solutions for carbon storage, people and wilderness
101036484_EU-H2020_Part_015","Water-based solutions for carbon storage, people and wilderness
101036484_EU-H2020_Part_015
Funding:      1 461 250.00  SEK
2021-12-01  -  2026-11-30
Total cash funding:   230 684 830 SEK
In-kind:   230 684 830 SEK","Water-based solutions for carbon storage, people and wilderness
101036484_EU-H2020_Part_015
[      1 461 250.00  SEK]",SE,236315747.5,participant,2021,2026
101034347_EU-H2020_Part_019,,Optimal treatment for patients with solid tumours in Europe through Artificial intelligence,678750,2021-10-01,2026-09-30,Uppsala University,European Commission - Horizon 2020,"Optimal treatment for patients with solid tumours in Europe through Artificial intelligence
101034347_EU-H2020_Part_019","Optimal treatment for patients with solid tumours in Europe through Artificial intelligence
101034347_EU-H2020_Part_019
Funding:        678 750.00  SEK
2021-10-01  -  2026-09-30
Total cash funding:   104 599 970 SEK
In-kind:   104 599 970 SEK","Optimal treatment for patients with solid tumours in Europe through Artificial intelligence
101034347_EU-H2020_Part_019
[        678 750.00  SEK]",SE,226899660,participant,2021,2026
101008548_EU-H2020_Part_008,,Heavy Ion Therapy Research Integration plus,360000,2021-04-01,2026-03-31,Uppsala University,European Commission - Horizon 2020,"Heavy Ion Therapy Research Integration plus
101008548_EU-H2020_Part_008","Heavy Ion Therapy Research Integration plus
101008548_EU-H2020_Part_008
Funding:        360 000.00  SEK
2021-04-01  -  2026-03-31
Total cash funding:    50 000 000 SEK
In-kind:    50 000 000 SEK","Heavy Ion Therapy Research Integration plus
101008548_EU-H2020_Part_008
[        360 000.00  SEK]",SE,5e+07,participant,2021,2026
101008126_EU-H2020_Part_016,,RADiation facility Network for the EXploration of effects for indusTry and research,230000,2021-06-01,2026-05-31,Uppsala University,European Commission - Horizon 2020,"RADiation facility Network for the EXploration of effects for indusTry and research
101008126_EU-H2020_Part_016","RADiation facility Network for the EXploration of effects for indusTry and research
101008126_EU-H2020_Part_016
Funding:        230 000.00  SEK
2021-06-01  -  2026-05-31
Total cash funding:    49 999 998 SEK
In-kind:    49 999 998 SEK","RADiation facility Network for the EXploration of effects for indusTry and research
101008126_EU-H2020_Part_016
[        230 000.00  SEK]",SE,49999997.5,participant,2021,2026
958174_EU-H2020_Part_031,,"ERA-NET for research and innovation on materials and battery technologies, supporting the European Green Deal.",9194654.6,2021-03-01,2026-02-28,VERKET FOR INNOVATIONSSYSTEM,European Commission - Horizon 2020,"ERA-NET for research and innovation on materials and battery technologies, supporting the European Green Deal.
958174_EU-H2020_Part_031","ERA-NET for research and innovation on materials and battery technologies, supporting the European Green Deal.
958174_EU-H2020_Part_031
Funding:      9 194 654.60  SEK
2021-03-01  -  2026-02-28
Total cash funding:   150 000 000 SEK
In-kind:   150 000 000 SEK","ERA-NET for research and innovation on materials and battery technologies, supporting the European Green Deal.
958174_EU-H2020_Part_031
[      9 194 654.60  SEK]",SE,454545454.5,participant,2021,2026
963864_EU-H2020_Coor_008,,JPIAMR- ANTIMICROBIAL TRANSMISSION INTERVENTIONS,10498125,2021-01-01,2026-12-31,VETENSKAPSRADET - SWEDISH RESEARCH COUNCIL,European Commission - Horizon 2020,"JPIAMR- ANTIMICROBIAL TRANSMISSION INTERVENTIONS
963864_EU-H2020_Coor_008","JPIAMR- ANTIMICROBIAL TRANSMISSION INTERVENTIONS
963864_EU-H2020_Coor_008
Funding:     10 498 125.00  SEK
2021-01-01  -  2026-12-31
Total cash funding:    81 514 125 SEK
In-kind:    81 514 125 SEK","JPIAMR- ANTIMICROBIAL TRANSMISSION INTERVENTIONS
963864_EU-H2020_Coor_008
[     10 498 125.00  SEK]",SE,263112500,coordinating,2021,2026
101017733_EU-H2020_Part_017,,QuantERA II ERA-NET Cofund in Quantum Technologies,3631405.8,2021-01-01,2026-12-31,VETENSKAPSRADET - SWEDISH RESEARCH COUNCIL,European Commission - Horizon 2020,"QuantERA II ERA-NET Cofund in Quantum Technologies
101017733_EU-H2020_Part_017","QuantERA II ERA-NET Cofund in Quantum Technologies
101017733_EU-H2020_Part_017
Funding:      3 631 405.80  SEK
2021-01-01  -  2026-12-31
Total cash funding:   150 000 000 SEK
In-kind:   150 000 000 SEK","QuantERA II ERA-NET Cofund in Quantum Technologies
101017733_EU-H2020_Part_017
[      3 631 405.80  SEK]",SE,454545612.5,participant,2021,2026
101036594_EU-H2020_Part_006,,sMArt Green Ports as Integrated Efficient multimodal hubs,1163446.8,2021-10-01,2026-09-30,Volvo affiliated,European Commission - Horizon 2020,"sMArt Green Ports as Integrated Efficient multimodal hubs
101036594_EU-H2020_Part_006","sMArt Green Ports as Integrated Efficient multimodal hubs
101036594_EU-H2020_Part_006
Funding:      1 163 446.80  SEK
2021-10-01  -  2026-09-30
Total cash funding:   249 645 642 SEK
In-kind:   249 645 642 SEK","sMArt Green Ports as Integrated Efficient multimodal hubs
101036594_EU-H2020_Part_006
[      1 163 446.80  SEK]",SE,307643588.4,participant,2021,2026
101036594_EU-H2020_Part_040,,sMArt Green Ports as Integrated Efficient multimodal hubs,929851.2,2021-10-01,2026-09-30,VOLVO LASTVAGNAR AB,European Commission - Horizon 2020,"sMArt Green Ports as Integrated Efficient multimodal hubs
101036594_EU-H2020_Part_040","sMArt Green Ports as Integrated Efficient multimodal hubs
101036594_EU-H2020_Part_040
Funding:        929 851.20  SEK
2021-10-01  -  2026-09-30
Total cash funding:   249 645 642 SEK
In-kind:   249 645 642 SEK","sMArt Green Ports as Integrated Efficient multimodal hubs
101036594_EU-H2020_Part_040
[        929 851.20  SEK]",SE,307643588.4,participant,2021,2026
101046016_EU-HEurope_Part_012,,European Cohorts of Patients and Schools to Advance Response to Epidemics,7646870,2021-10-14,2026-10-13,Karolinska institutet,European Commission - Horizon Europe,"European Cohorts of Patients and Schools to Advance Response to Epidemics
101046016_EU-HEurope_Part_012","European Cohorts of Patients and Schools to Advance Response to Epidemics
101046016_EU-HEurope_Part_012
Funding:      7 646 870.00  SEK
2021-10-14  -  2026-10-13
Total cash funding:    99 959 195 SEK
In-kind:    99 959 195 SEK","European Cohorts of Patients and Schools to Advance Response to Epidemics
101046016_EU-HEurope_Part_012
[      7 646 870.00  SEK]",SE,99959200,participant,2021,2026
2020_0001_MISTRA,Mistra Electrification,Mistra Electrification,60000000,2021-01-01,2026-12-31,Energiforsk,MISTRA,"Mistra Electrification
2020_0001_MISTRA","Mistra Electrification
2020_0001_MISTRA
Funding:     60 000 000.00  SEK
2021-01-01  -  2026-12-31","Mistra Electrification
2020_0001_MISTRA
[     60 000 000.00  SEK]",SE,,coordinating,2021,2026
M20-0041_RJ,"Etablerandet, tillväxten och arvet av en bosättarkoloni: Kvantitativa panelstudier av Kapkolonins politiska ekonomi","The establishment, growth and legacy of a settler colony: Quantitative panel studies of the political economy of the Cape Colony.",29434998,2021-01-01,2026-12-31,Lund University,Riksbankens Jubileumsfond,"The establishment, growth and legacy of a settler colony: Quantitative panel studies of the political economy of the Cape Colony.
M20-0041_RJ","The establishment, growth and legacy of a settler colony: Quantitative panel studies of the political economy of the Cape Colony.
M20-0041_RJ
Funding:     29 434 998.00  SEK
2021-01-01  -  2026-12-31","The establishment, growth and legacy of a settler colony: Quantitative panel studies of the political economy of the Cape Colony.
M20-0041_RJ
[     29 434 998.00  SEK]",SE,,coordinating,2021,2026
M20-0044_RJ,Att mäta nationers välstånd. En studie av långsiktig ekonomisk tillväxt med hjälp av historiska flygbilder,A new approach to measuring the wealth of nations: understanding long-run economic growth using historical aerial photographs,52879998,2021-01-01,2026-12-31,Stockholm University,Riksbankens Jubileumsfond,"A new approach to measuring the wealth of nations: understanding long-run economic growth using historical aerial photographs
M20-0044_RJ","A new approach to measuring the wealth of nations: understanding long-run economic growth using historical aerial photographs
M20-0044_RJ
Funding:     52 879 998.00  SEK
2021-01-01  -  2026-12-31","A new approach to measuring the wealth of nations: understanding long-run economic growth using historical aerial photographs
M20-0044_RJ
[     52 879 998.00  SEK]",SE,,coordinating,2021,2026
M20-0026_RJ,"Den glömda flottan. Sveriges ""blåa"" kulturarv c:a 1450-1850","The Lost Navy: Sweden's ""blue"" heritage c. 1450-1850",34335000,2021-01-01,2026-12-31,Stockholm University,Riksbankens Jubileumsfond,"The Lost Navy: Sweden's ""blue"" heritage c. 1450-1850
M20-0026_RJ","The Lost Navy: Sweden's ""blue"" heritage c. 1450-1850
M20-0026_RJ
Funding:     34 335 000.00  SEK
2021-01-01  -  2026-12-31","The Lost Navy: Sweden's ""blue"" heritage c. 1450-1850
M20-0026_RJ
[     34 335 000.00  SEK]",SE,,coordinating,2021,2026
CHI19-0048_SSF,PRIDE: Principer för beräknande minnesenheter,PRIDE: Principles for Computing Memory Devices,28086883,2021-01-01,2026-12-31,Chalmers University of Technology,"SSF, Swedish Foundation for Strategic Research","PRIDE: Principles for Computing Memory Devices
CHI19-0048_SSF","PRIDE: Principles for Computing Memory Devices
CHI19-0048_SSF
Funding:     28 086 883.00  SEK
2021-01-01  -  2026-12-31","PRIDE: Principles for Computing Memory Devices
CHI19-0048_SSF
[     28 086 883.00  SEK]",SE,,coordinating,2021,2026
ID20-0039_SSF,Hydrotroper i rengöringsformuleringar,Hydrotropes in cleaning formulations,2500000,2021-06-01,2026-05-31,Chalmers University of Technology,"SSF, Swedish Foundation for Strategic Research","Hydrotropes in cleaning formulations
ID20-0039_SSF","Hydrotropes in cleaning formulations
ID20-0039_SSF
Funding:      2 500 000.00  SEK
2021-06-01  -  2026-05-31","Hydrotropes in cleaning formulations
ID20-0039_SSF
[      2 500 000.00  SEK]",SE,,coordinating,2021,2026
ID20-0109_SSF,AI-guidad design för cykliska peptidläkemedel,AI guided design for cyclic peptide drugs,2500000,2021-01-01,2026-02-28,Chalmers University of Technology,"SSF, Swedish Foundation for Strategic Research","AI guided design for cyclic peptide drugs
ID20-0109_SSF","AI guided design for cyclic peptide drugs
ID20-0109_SSF
Funding:      2 500 000.00  SEK
2021-01-01  -  2026-02-28","AI guided design for cyclic peptide drugs
ID20-0109_SSF
[      2 500 000.00  SEK]",SE,,coordinating,2021,2026
CHI19-0027_SSF,THz kommunikation - NU,THz communication - NOW,31500000,2021-01-01,2026-12-31,"KTH, Royal Institute of Technology","SSF, Swedish Foundation for Strategic Research","THz communication - NOW
CHI19-0027_SSF","THz communication - NOW
CHI19-0027_SSF
Funding:     31 500 000.00  SEK
2021-01-01  -  2026-12-31","THz communication - NOW
CHI19-0027_SSF
[     31 500 000.00  SEK]",SE,,coordinating,2021,2026
ID20-0004_SSF,Interoperabilitet mellan antenner på stora plattformar,Interoperability of antennas on electrically large platforms,2500000,2021-06-01,2026-05-31,"KTH, Royal Institute of Technology","SSF, Swedish Foundation for Strategic Research","Interoperability of antennas on electrically large platforms
ID20-0004_SSF","Interoperability of antennas on electrically large platforms
ID20-0004_SSF
Funding:      2 500 000.00  SEK
2021-06-01  -  2026-05-31","Interoperability of antennas on electrically large platforms
ID20-0004_SSF
[      2 500 000.00  SEK]",SE,,coordinating,2021,2026
CHI19-0001_SSF,Stora intelligenta ytor - Arkitektur och hårdvara,Large Intelligent Surfaces - Architecture and Hardware,32577248,2021-01-01,2026-12-31,Lund University,"SSF, Swedish Foundation for Strategic Research","Large Intelligent Surfaces - Architecture and Hardware
CHI19-0001_SSF","Large Intelligent Surfaces - Architecture and Hardware
CHI19-0001_SSF
Funding:     32 577 248.00  SEK
2021-01-01  -  2026-12-31","Large Intelligent Surfaces - Architecture and Hardware
CHI19-0001_SSF
[     32 577 248.00  SEK]",SE,,coordinating,2021,2026
ID20-0089_SSF,Ny terapeutik med robusta C1 foto-linchpins,New therapeutics with robust C1 photo-linchpins,2500000,2021-09-01,2026-08-31,Stockholm University,"SSF, Swedish Foundation for Strategic Research","New therapeutics with robust C1 photo-linchpins
ID20-0089_SSF","New therapeutics with robust C1 photo-linchpins
ID20-0089_SSF
Funding:      2 500 000.00  SEK
2021-09-01  -  2026-08-31","New therapeutics with robust C1 photo-linchpins
ID20-0089_SSF
[      2 500 000.00  SEK]",SE,,coordinating,2021,2026
CHI19-0003_SSF,"ZeroIoT: Det trådlösa sakernas internet, nu utan batterier",ZeroIoT: Enabling the Battery-free Internet of Things,31977212,2021-01-01,2026-12-31,Uppsala University,"SSF, Swedish Foundation for Strategic Research","ZeroIoT: Enabling the Battery-free Internet of Things
CHI19-0003_SSF","ZeroIoT: Enabling the Battery-free Internet of Things
CHI19-0003_SSF
Funding:     31 977 212.00  SEK
2021-01-01  -  2026-12-31","ZeroIoT: Enabling the Battery-free Internet of Things
CHI19-0003_SSF
[     31 977 212.00  SEK]",SE,,coordinating,2021,2026
P2021-002162_Energi,Membran för flödesbatterier med Mn-jonelektrolyt,Membrane for redox flow battery with Mn-ion electrolyte,9817396,2021-09-01,2026-03-31,"KTH, Royal Institute of Technology",Statens energimyndighet,"Membrane for redox flow battery with Mn-ion electrolyte
P2021-002162_Energi","Membrane for redox flow battery with Mn-ion electrolyte
P2021-002162_Energi
Funding:      9 817 396.00  SEK
2021-09-01  -  2026-03-31","Membrane for redox flow battery with Mn-ion electrolyte
P2021-002162_Energi
[      9 817 396.00  SEK]",SE,,coordinating,2021,2026
P52740-1_Energi,Energi- och resurseffektiva produktionsprocesser för hållbara ytbeläggningsmaterial,Energy- and resource-efficient production processes for sustainable coating materials,4995600,2021-12-01,2026-12-31,Linköping University,Statens energimyndighet,"Energy- and resource-efficient production processes for sustainable coating materials
P52740-1_Energi","Energy- and resource-efficient production processes for sustainable coating materials
P52740-1_Energi
Funding:      4 995 600.00  SEK
2021-12-01  -  2026-12-31","Energy- and resource-efficient production processes for sustainable coating materials
P52740-1_Energi
[      4 995 600.00  SEK]",SE,,coordinating,2021,2026
P2021-037313_Energi,Energi- och resurseffektiva produktionsprocesser för hållbara ytbeläggningsmaterial,Energy- and resource-efficient production processes for sustainable coating materials,4995600,2021-12-01,2026-12-31,Linköping University,Statens energimyndighet,"Energy- and resource-efficient production processes for sustainable coating materials
P2021-037313_Energi","Energy- and resource-efficient production processes for sustainable coating materials
P2021-037313_Energi
Funding:      4 995 600.00  SEK
2021-12-01  -  2026-12-31","Energy- and resource-efficient production processes for sustainable coating materials
P2021-037313_Energi
[      4 995 600.00  SEK]",SE,,coordinating,2021,2026
